code,publication_date
32325,2022-05-11 19:44:07.452999936
85005,2022-05-12 00:00:00.000000000
35007,2022-05-12 00:00:00.000000000
85014,2022-05-12 00:00:00.000000000
80064,2022-05-12 00:00:00.000000000
45043,2022-05-12 00:00:00.000000000
85041,2022-05-12 00:00:00.000000000
05033,2022-05-12 00:00:00.000000000
45072,2022-05-12 00:00:00.000000000
85084,2022-05-12 00:00:00.000000000
45147,2022-05-12 00:00:00.000000000
23192,2022-05-12 00:00:00.000000000
22060,2022-05-12 00:00:00.000000000
85112,2022-05-12 00:00:00.000000000
45075,2022-05-12 00:00:00.000000000
62487,2022-05-12 00:00:00.000000000
46239,2022-05-12 00:00:00.000000000
59403,2022-05-12 00:00:00.000000000
17248,2022-05-12 00:00:00.000000000
45232,2022-05-12 00:00:00.000000000
45234,2022-05-12 00:00:00.000000000
45235,2022-05-12 00:00:00.000000000
61309,2022-05-12 00:00:00.000000000
56177,2022-05-12 00:00:00.000000000
71356,2022-05-12 00:00:00.000000000
14530,2022-05-12 00:00:00.000000000
69193,2022-05-12 00:00:00.000000000
45274,2022-05-12 00:00:00.000000000
80704,2022-05-12 00:00:00.000000000
30265,2022-05-12 00:00:00.000000000
47247,2022-05-12 00:00:00.000000000
45286,2022-05-12 00:00:00.000000000
23228,2022-05-12 00:00:00.000000000
24507,2022-05-12 00:00:00.000000000
45308,2022-05-12 00:00:00.000000000
38527,2022-05-12 00:00:00.000000000
38528,2022-05-12 00:00:00.000000000
24357,2022-05-12 06:15:45.696000000
46217,2022-05-12 07:11:56.016000000
01187,2022-05-12 08:53:45.471000064
29207,2022-05-12 08:58:02.878000128
77311,2022-05-12 09:02:03.468999936
34137,2022-05-12 09:56:39.324999936
2B340,2022-05-12 09:57:06.423000064
56091,2022-05-12 11:39:54.702000128
05123,2022-05-12 12:01:23.144000000
61050,2022-05-12 12:12:47.888999936
36104,2022-05-12 12:29:29.508000000
63455,2022-05-12 13:11:31.084999936
23184,2022-05-12 13:44:51.052999936
47027,2022-05-12 14:12:32.601999872
77318,2022-05-12 15:09:54.889999872
25283,2022-05-12 17:29:23.804999936
17097,2022-05-13 00:00:00.000000000
03108,2022-05-13 00:00:00.000000000
41062,2022-05-13 06:33:27.575000064
2B311,2022-05-13 07:35:31.907000064
71046,2022-05-13 08:20:35.247000064
11132,2022-05-13 09:26:22.284999936
30189,2022-05-13 11:35:59.923000064
80149,2022-05-13 13:12:19.004999936
55032,2022-05-13 13:15:44.020000000
23017,2022-05-13 14:19:03.190000128
69196,2022-05-13 15:11:31.496000000
51158,2022-05-13 16:16:52.996999936
18005,2022-05-14 10:06:59.118000128
71279,2022-05-16 06:49:16.868000000
69277,2022-05-16 07:39:23.470000128
2B207,2022-05-16 08:01:07.396999936
26381,2022-05-16 08:28:53.228999936
17204,2022-05-16 09:32:22.894000128
64269,2022-05-16 09:34:06.961999872
29252,2022-05-16 09:51:18.719000064
17019,2022-05-16 10:00:50.528000000
76434,2022-05-16 10:19:00.740999936
38107,2022-05-16 12:45:03.881999872
67169,2022-05-16 12:59:26.657999872
71371,2022-05-16 13:52:40.559000064
66094,2022-05-16 13:56:36.841999872
17008,2022-05-16 14:04:03.704000000
89460,2022-05-16 14:04:39.614000128
54225,2022-05-16 14:35:51.871000064
67208,2022-05-16 16:29:55.356000000
80342,2022-05-17 07:11:32.660000000
10425,2022-05-17 07:27:52.548999936
83116,2022-05-17 07:29:12.967000064
10034,2022-05-17 07:31:31.790000128
38051,2022-05-17 07:51:29.287000064
65050,2022-05-17 08:30:46.612000000
68156,2022-05-17 08:36:00.000999936
52247,2022-05-17 08:41:42.380999936
21110,2022-05-17 09:11:38.563000064
69155,2022-05-17 09:19:10.512999936
09313,2022-05-17 09:30:04.204000000
32395,2022-05-17 09:35:52.569999872
21556,2022-05-17 11:03:01.960000000
08204,2022-05-17 11:57:08.788999936
31065,2022-05-17 12:47:34.232999936
08151,2022-05-17 13:34:30.196999936
60383,2022-05-17 14:19:49.592000000
06118,2022-05-17 14:52:03.844000000
71465,2022-05-17 15:16:52.833999872
38393,2022-05-17 15:36:22.974000128
51166,2022-05-17 16:27:07.196000000
88137,2022-05-17 16:43:55.843000064
55555,2022-05-17 16:45:31.796000000
54557,2022-05-17 19:17:22.671000064
62284,2022-05-17 20:11:23.823000064
97422,2022-05-18 04:39:09.494000128
35110,2022-05-18 06:36:11.872000000
07331,2022-05-18 07:21:57.644999936
50166,2022-05-18 08:21:06.187000064
86221,2022-05-18 08:37:12.412999936
50082,2022-05-18 08:41:36.625999872
47016,2022-05-18 08:43:25.115000064
55210,2022-05-18 08:50:55.200999936
21040,2022-05-18 08:53:20.148000000
52124,2022-05-18 11:41:28.600999936
52347,2022-05-18 11:44:47.576999936
87176,2022-05-18 13:05:47.838000128
13067,2022-05-18 13:27:21.966000128
30044,2022-05-18 13:53:42.940999936
80742,2022-05-18 14:06:06.036000000
19084,2022-05-18 14:10:50.808000000
38426,2022-05-18 14:11:05.852000000
69249,2022-05-18 14:12:17.039000064
89408,2022-05-18 14:17:06.939000064
22260,2022-05-18 14:50:15.745999872
22300,2022-05-18 14:53:13.766000128
07088,2022-05-18 15:49:41.804000000
88059,2022-05-19 06:03:55.567000064
27592,2022-05-19 06:27:58.665999872
35319,2022-05-19 06:41:05.500000000
52516,2022-05-19 07:02:02.120000000
08387,2022-05-19 08:10:12.176999936
54025,2022-05-19 08:36:48.248999936
41108,2022-05-19 08:38:55.196999936
41295,2022-05-19 08:39:32.305999872
61150,2022-05-19 09:04:40.305999872
38238,2022-05-19 09:11:33.230000128
54286,2022-05-19 09:37:46.156999936
64012,2022-05-19 09:50:37.015000064
45210,2022-05-19 09:59:27.420000000
51620,2022-05-19 10:17:37.982000128
47274,2022-05-19 11:41:14.904000000
54252,2022-05-19 12:14:58.574000128
80795,2022-05-19 12:22:30.952000000
54313,2022-05-19 12:28:56.276999936
18230,2022-05-19 13:19:30.239000064
47174,2022-05-19 13:24:43.540999936
64303,2022-05-19 13:36:35.358000128
25340,2022-05-19 14:02:25.363000064
49027,2022-05-19 14:33:35.444000000
26173,2022-05-19 14:52:17.772999936
64264,2022-05-19 15:11:17.686000128
32404,2022-05-19 15:16:33.633999872
39060,2022-05-19 16:50:29.547000064
56079,2022-05-19 17:09:02.896999936
55368,2022-05-20 06:51:45.016999936
32377,2022-05-20 07:07:43.056000000
54258,2022-05-20 07:19:45.992999936
21139,2022-05-20 07:35:14.643000064
37014,2022-05-20 07:35:52.558000128
41243,2022-05-20 07:36:54.372999936
71048,2022-05-20 08:09:28.817999872
76374,2022-05-20 08:24:45.623000064
51177,2022-05-20 08:32:55.692000000
64341,2022-05-20 08:49:33.899000064
81298,2022-05-20 09:46:39.718000128
54248,2022-05-20 09:49:21.336000000
39338,2022-05-20 12:22:43.687000064
58207,2022-05-20 12:36:12.976000000
80498,2022-05-20 13:37:11.308000000
84140,2022-05-20 13:55:55.648999936
41124,2022-05-20 14:01:19.839000064
51062,2022-05-20 14:13:47.648000000
60609,2022-05-20 14:18:37.744000000
30054,2022-05-20 14:29:37.024999936
54266,2022-05-20 15:51:23.163000064
51549,2022-05-20 16:44:42.144000000
04042,2022-05-21 11:25:09.447000064
54268,2022-05-23 07:23:00.880000000
30176,2022-05-23 08:09:53.664000000
03290,2022-05-23 08:13:28.031000064
35309,2022-05-23 08:33:13.390000128
33277,2022-05-23 08:56:48.182000128
42036,2022-05-23 09:09:43.036000000
61268,2022-05-23 09:10:58.065999872
63178,2022-05-23 09:38:00.920999936
27602,2022-05-23 09:38:18.576999936
69253,2022-05-23 09:38:31.844999936
64310,2022-05-23 11:47:22.587000064
46021,2022-05-23 11:55:30.020000000
65109,2022-05-23 12:42:15.188000000
08295,2022-05-23 13:46:35.465999872
30040,2022-05-23 14:04:25.008999936
34154,2022-05-23 14:15:33.508000000
53128,2022-05-23 14:23:06.067000064
29293,2022-05-23 14:28:58.142000128
29254,2022-05-23 14:43:55.641999872
33472,2022-05-23 15:04:11.091000064
76626,2022-05-23 15:48:52.996999936
54238,2022-05-24 04:47:41.968999936
69097,2022-05-24 06:07:03.191000064
71171,2022-05-24 06:18:57.392000000
56179,2022-05-24 07:18:17.881999872
01356,2022-05-24 07:26:27.448000000
19256,2022-05-24 08:04:03.321999872
17160,2022-05-24 08:12:32.876000000
45121,2022-05-24 09:03:44.804000000
55370,2022-05-24 09:19:09.632000000
83079,2022-05-24 09:47:18.731000064
25219,2022-05-24 09:52:19.268999936
51028,2022-05-24 10:02:53.633999872
26112,2022-05-24 10:16:02.615000064
64107,2022-05-24 10:50:36.859000064
31241,2022-05-24 11:29:26.764000000
41072,2022-05-24 11:50:30.943000064
56171,2022-05-24 11:58:42.926000128
04136,2022-05-24 12:18:27.480999936
51282,2022-05-24 12:22:06.180000000
29160,2022-05-24 13:22:14.859000064
56125,2022-05-24 13:23:24.280000000
15133,2022-05-24 14:12:44.611000064
23124,2022-05-24 14:24:48.977999872
80266,2022-05-24 15:11:54.976000000
54426,2022-05-24 16:39:22.129999872
11054,2022-05-25 07:46:39.704999936
53090,2022-05-25 08:05:54.460000000
01419,2022-05-25 12:01:06.151000064
88089,2022-05-25 12:33:21.473999872
01352,2022-05-25 13:24:02.968000000
27317,2022-05-25 14:22:54.588999936
26122,2022-05-25 15:28:40.095000064
2B226,2022-05-26 17:30:20.796999936
80502,2022-05-27 09:54:15.529999872
56251,2022-05-27 13:21:06.112999936
47159,2022-05-27 13:32:07.489999872
25465,2022-05-27 15:53:57.793999872
15121,2022-05-30 07:34:28.324999936
43137,2022-05-30 07:44:54.051000064
23031,2022-05-30 07:56:54.990000128
24050,2022-05-30 08:15:12.311000064
54492,2022-05-30 09:31:56.630000128
14740,2022-05-30 09:53:09.712999936
58063,2022-05-30 10:13:35.752999936
88150,2022-05-30 11:56:17.579000064
71537,2022-05-30 11:59:17.632999936
17230,2022-05-30 12:15:58.487000064
80129,2022-05-30 12:52:20.092999936
55218,2022-05-30 13:12:10.958000128
41109,2022-05-30 13:27:08.371000064
31410,2022-05-30 13:56:10.904999936
28009,2022-05-30 14:20:41.062000128
28257,2022-05-30 14:25:05.038000128
19158,2022-05-30 14:32:43.348000000
01240,2022-05-30 15:16:53.713999872
47003,2022-05-30 15:17:07.569999872
26174,2022-05-31 06:32:23.432999936
26157,2022-05-31 06:51:37.224000000
71250,2022-05-31 06:54:06.663000064
80512,2022-05-31 07:14:58.931000064
26098,2022-05-31 07:33:51.104999936
69183,2022-05-31 07:38:14.070000128
38118,2022-05-31 07:44:15.240000000
54301,2022-05-31 08:00:30.528999936
62907,2022-05-31 08:29:40.187000064
33025,2022-05-31 08:39:21.006000128
33515,2022-05-31 09:03:37.491000064
45249,2022-05-31 10:00:37.908999936
63195,2022-05-31 10:21:24.016999936
68200,2022-05-31 12:01:26.148000000
48104,2022-05-31 12:01:40.164999936
31202,2022-05-31 12:15:36.275000064
50410,2022-05-31 12:28:28.759000064
69012,2022-05-31 12:55:48.932999936
07221,2022-05-31 13:01:46.628000000
71508,2022-05-31 13:48:25.806000128
43114,2022-05-31 14:55:53.680999936
67117,2022-05-31 15:42:55.646000128
46040,2022-05-31 16:37:52.955000064
52394,2022-05-31 18:20:47.496999936
71098,2022-06-01 06:51:17.448999936
08032,2022-06-01 07:40:45.075000064
38087,2022-06-01 08:05:39.852000000
80558,2022-06-01 08:32:13.935000064
50232,2022-06-01 08:34:28.127000064
24177,2022-06-01 09:04:31.048000000
35041,2022-06-01 09:28:07.815000064
45259,2022-06-01 09:38:07.311000064
54508,2022-06-01 11:41:48.499000064
51125,2022-06-01 12:02:16.176000000
27017,2022-06-01 12:08:24.347000064
68356,2022-06-01 12:19:47.756999936
54464,2022-06-01 12:22:55.868000000
03243,2022-06-01 13:02:42.080000000
50542,2022-06-01 13:12:16.988000000
84078,2022-06-01 13:55:43.764999936
77302,2022-06-01 14:52:09.020000000
35276,2022-06-01 15:10:32.396000000
66208,2022-06-01 15:10:40.380000000
47228,2022-06-02 07:33:45.932999936
29062,2022-06-02 07:42:37.744000000
63129,2022-06-02 07:54:57.211000064
80020,2022-06-02 07:58:26.308999936
80550,2022-06-02 08:38:42.983000064
69112,2022-06-02 08:39:51.920999936
25047,2022-06-02 08:45:42.844999936
47282,2022-06-02 09:04:35.500000000
80218,2022-06-02 09:36:10.540999936
41239,2022-06-02 10:26:17.628999936
38384,2022-06-02 11:48:06.292000000
33269,2022-06-02 12:04:35.027000064
41144,2022-06-02 12:42:32.296999936
80573,2022-06-02 13:01:00.087000064
47175,2022-06-02 14:16:57.815000064
81035,2022-06-02 14:20:34.347000064
58071,2022-06-02 14:51:07.867000064
88206,2022-06-02 15:10:14.128999936
80580,2022-06-02 15:27:22.288999936
32292,2022-06-02 15:27:53.816999936
80332,2022-06-02 16:01:26.742000128
80079,2022-06-02 16:30:03.329999872
18136,2022-06-03 06:14:49.980000000
80449,2022-06-03 07:35:06.696000000
33373,2022-06-03 07:51:58.904999936
07273,2022-06-03 08:40:48.126000128
01071,2022-06-03 08:51:25.452999936
01354,2022-06-03 09:21:08.579000064
27073,2022-06-03 10:17:45.689999872
38200,2022-06-03 12:18:57.900000000
87070,2022-06-03 12:34:07.471000064
89281,2022-06-03 13:45:42.142000128
41178,2022-06-03 13:54:28.118000128
61460,2022-06-03 14:56:55.868999936
89450,2022-06-03 16:15:07.950000128
52388,2022-06-05 08:56:41.104000000
43050,2022-06-05 09:41:33.571000064
30286,2022-06-06 09:54:19.009999872
2A099,2022-06-06 14:36:15.688000000
02340,2022-06-06 19:44:21.833999872
63366,2022-06-07 06:23:09.168999936
43118,2022-06-07 06:24:46.208000000
80463,2022-06-07 08:07:21.999000064
35108,2022-06-07 08:14:26.488000000
18067,2022-06-07 08:16:37.075000064
77260,2022-06-07 08:25:56.625999872
29186,2022-06-07 08:43:04.006000128
66100,2022-06-07 08:52:09.303000064
80253,2022-06-07 09:22:41.606000128
89344,2022-06-07 10:11:48.187000064
38296,2022-06-07 12:20:15.502000128
2B052,2022-06-07 12:24:24.680999936
18247,2022-06-07 12:39:37.891000064
31094,2022-06-07 12:44:07.395000064
35125,2022-06-07 13:24:48.607000064
88095,2022-06-07 13:42:14.137999872
65039,2022-06-07 13:42:19.003000064
08499,2022-06-07 14:04:35.919000064
28337,2022-06-07 14:14:09.704999936
35017,2022-06-07 15:09:01.558000128
51156,2022-06-07 15:53:19.353999872
55343,2022-06-07 16:20:32.391000064
80633,2022-06-07 17:03:34.729999872
09241,2022-06-08 07:02:54.304000000
09073,2022-06-08 07:13:59.697999872
80702,2022-06-08 08:31:43.132000000
38563,2022-06-08 08:49:00.657999872
38058,2022-06-08 09:04:16.128999936
51255,2022-06-08 09:25:08.072999936
80415,2022-06-08 11:42:06.088999936
04069,2022-06-08 11:54:50.072000000
51470,2022-06-08 11:55:18.780000000
64441,2022-06-08 13:00:08.431000064
41161,2022-06-08 13:12:14.646000128
03235,2022-06-08 13:22:20.276999936
17239,2022-06-08 13:36:25.264999936
04116,2022-06-08 13:58:24.176000000
33159,2022-06-08 14:07:40.151000064
46169,2022-06-08 14:20:13.476000000
08455,2022-06-08 15:53:13.484000000
63369,2022-06-08 15:55:35.580999936
64001,2022-06-08 22:09:24.959000064
65233,2022-06-09 07:25:32.116999936
79180,2022-06-09 07:42:45.016999936
26376,2022-06-09 08:33:44.732000000
51603,2022-06-09 09:14:17.572999936
38290,2022-06-09 09:20:43.465999872
77316,2022-06-09 09:52:28.063000064
41201,2022-06-09 11:53:40.712000000
05102,2022-06-09 12:19:45.540999936
38457,2022-06-09 12:20:08.468000000
80124,2022-06-09 13:15:33.521999872
08411,2022-06-09 13:27:47.003000064
38134,2022-06-09 13:34:08.175000064
38311,2022-06-09 14:07:46.908000000
69125,2022-06-09 19:02:55.988000000
31237,2022-06-10 07:27:17.108999936
61221,2022-06-10 08:09:32.052000000
42300,2022-06-10 09:07:57.220000000
68079,2022-06-10 09:30:58.228000000
46129,2022-06-10 09:43:24.363000064
69189,2022-06-10 12:21:26.641999872
68180,2022-06-10 13:44:42.176999936
17112,2022-06-10 14:49:10.071000064
55290,2022-06-11 07:50:11.539000064
50345,2022-06-11 08:08:22.384000000
36126,2022-06-11 08:43:28.793999872
33195,2022-06-13 06:52:08.615000064
38395,2022-06-13 06:55:08.523000064
10109,2022-06-13 07:45:30.742000128
60087,2022-06-13 08:01:06.480999936
12253,2022-06-13 08:14:04.129999872
50570,2022-06-13 08:20:06.452999936
56161,2022-06-13 08:36:50.900999936
33287,2022-06-13 08:39:01.303000064
62354,2022-06-13 08:50:24.079000064
36025,2022-06-13 09:01:20.817999872
34167,2022-06-13 09:02:24.924000000
10013,2022-06-13 09:19:27.854000128
32299,2022-06-13 09:30:07.209999872
34161,2022-06-13 09:45:58.780999936
47117,2022-06-13 09:52:47.516999936
14046,2022-06-13 11:37:17.943000064
50086,2022-06-13 12:02:56.655000064
89101,2022-06-13 12:09:28.920000000
36047,2022-06-13 12:10:50.923000064
31470,2022-06-13 12:49:18.457999872
39346,2022-06-13 13:02:41.368999936
10100,2022-06-13 13:11:54.000999936
21334,2022-06-13 13:15:57.164000000
24142,2022-06-13 13:17:02.412999936
77445,2022-06-13 14:10:54.100000000
32230,2022-06-13 14:25:17.214000128
04031,2022-06-13 14:41:00.584000000
28264,2022-06-13 15:24:01.203000064
10426,2022-06-14 06:22:26.532999936
32148,2022-06-14 06:24:58.929999872
82059,2022-06-14 07:08:08.879000064
82174,2022-06-14 07:12:26.807000064
39065,2022-06-14 07:13:28.847000064
80458,2022-06-14 08:06:57.660999936
19162,2022-06-14 08:15:40.792999936
50260,2022-06-14 08:27:04.896000000
42232,2022-06-14 09:01:12.222000128
88257,2022-06-14 09:42:00.820999936
43053,2022-06-14 09:49:40.487000064
82181,2022-06-14 12:16:27.536999936
38065,2022-06-14 12:17:26.553999872
39512,2022-06-14 12:45:52.604000000
70098,2022-06-14 12:50:58.568000000
17094,2022-06-14 13:01:52.027000064
55276,2022-06-14 13:22:22.016999936
66138,2022-06-14 13:50:17.536000000
87135,2022-06-14 13:50:32.927000064
87190,2022-06-14 14:25:03.628999936
80085,2022-06-14 14:25:05.654000128
26013,2022-06-14 15:03:12.780000000
21602,2022-06-14 15:13:05.622000128
80316,2022-06-15 06:39:50.440999936
46066,2022-06-15 07:22:28.932000000
86042,2022-06-15 07:38:05.812000000
04055,2022-06-15 07:54:54.798000128
29044,2022-06-15 08:58:13.185999872
15202,2022-06-15 12:55:42.251000064
51328,2022-06-15 14:26:05.532000000
80711,2022-06-16 06:31:35.201999872
77108,2022-06-16 06:58:36.431000064
31525,2022-06-16 07:26:55.087000064
80048,2022-06-16 07:45:02.057999872
78239,2022-06-16 08:25:28.440000000
10203,2022-06-16 08:37:48.264999936
46324,2022-06-16 09:03:41.196000000
32410,2022-06-16 11:01:13.062000128
63220,2022-06-16 12:26:43.120999936
30123,2022-06-16 12:43:04.449999872
50081,2022-06-16 12:45:29.124000000
63433,2022-06-16 15:38:34.903000064
32086,2022-06-16 15:53:49.182000128
71072,2022-06-17 05:45:40.012999936
63008,2022-06-17 07:10:12.526000128
47010,2022-06-17 08:05:41.103000064
32018,2022-06-17 08:54:03.905999872
38394,2022-06-17 08:54:33.279000064
30266,2022-06-17 09:32:52.297999872
51280,2022-06-17 09:39:12.492000000
63165,2022-06-17 11:43:24.367000064
33031,2022-06-17 11:53:13.120000000
51370,2022-06-17 12:13:01.286000128
17010,2022-06-17 12:21:03.688999936
39577,2022-06-17 12:56:22.777999872
69201,2022-06-17 13:26:43.828999936
34005,2022-06-17 13:47:52.720999936
72271,2022-06-17 13:59:58.867000064
71453,2022-06-17 14:12:18.139000064
88039,2022-06-17 15:40:32.648000000
71552,2022-06-17 16:23:11.688999936
60505,2022-06-18 09:04:09.904999936
54012,2022-06-18 16:14:00.687000064
06036,2022-06-19 09:30:52.328000000
81280,2022-06-19 14:15:51.001999872
21537,2022-06-19 19:01:10.940000000
2B217,2022-06-20 06:44:38.166000128
32226,2022-06-20 07:50:13.030000128
30090,2022-06-20 08:56:40.416000000
38334,2022-06-20 09:38:16.572000000
39284,2022-06-20 09:40:15.764000000
46224,2022-06-20 10:55:30.868999936
56197,2022-06-20 12:16:41.846000128
21228,2022-06-20 12:20:19.852999936
80431,2022-06-20 12:43:45.631000064
51081,2022-06-20 12:47:26.871000064
17452,2022-06-20 13:04:25.590000128
19260,2022-06-20 13:47:24.028999936
32128,2022-06-20 14:41:14.828999936
21178,2022-06-20 15:13:37.815000064
47222,2022-06-20 15:40:23.712000000
11026,2022-06-20 15:47:14.567000064
80166,2022-06-20 15:54:10.113999872
36073,2022-06-21 07:48:20.676999936
80807,2022-06-21 08:15:11.204999936
80766,2022-06-21 08:18:16.518000128
80059,2022-06-21 08:19:30.364999936
47078,2022-06-21 08:25:32.905999872
69212,2022-06-21 08:29:42.943000064
54593,2022-06-21 08:37:15.868000000
18270,2022-06-21 09:04:45.648999936
37031,2022-06-21 09:19:35.567000064
53102,2022-06-21 09:25:18.856999936
11148,2022-06-21 09:56:51.036000000
76321,2022-06-21 10:06:08.127000064
04208,2022-06-21 10:59:45.135000064
14572,2022-06-21 11:49:48.628000000
87067,2022-06-21 12:09:39.208000000
69264,2022-06-21 12:23:19.188999936
80172,2022-06-21 12:32:53.116000000
80249,2022-06-21 12:42:15.913999872
11061,2022-06-21 13:06:30.758000128
47086,2022-06-21 13:07:22.724999936
45107,2022-06-21 13:13:11.587000064
41068,2022-06-21 14:53:28.113999872
38095,2022-06-21 15:14:14.428000000
42273,2022-06-21 18:57:56.302000128
09293,2022-06-22 07:57:57.948000000
57153,2022-06-22 08:03:28.523000064
29008,2022-06-22 09:01:38.936000000
28160,2022-06-22 09:24:43.864000000
22003,2022-06-22 10:06:32.724000000
32112,2022-06-22 11:43:55.620999936
52515,2022-06-22 16:02:49.176999936
12205,2022-06-22 19:24:40.540000000
61392,2022-06-23 07:35:33.043000064
19116,2022-06-23 08:02:31.351000064
16210,2022-06-23 08:11:23.972000000
80038,2022-06-23 08:27:00.377999872
27569,2022-06-23 08:54:58.336999936
35095,2022-06-23 09:50:52.200000000
10281,2022-06-23 09:57:53.089999872
32318,2022-06-23 10:14:55.020999936
56223,2022-06-23 12:15:57.601999872
08196,2022-06-23 12:17:44.446000128
53202,2022-06-23 13:18:13.745999872
07340,2022-06-23 13:27:11.396999936
42181,2022-06-23 13:33:40.155000064
34056,2022-06-23 13:44:36.584000000
51484,2022-06-23 14:58:55.484999936
55175,2022-06-23 15:08:02.054000128
71139,2022-06-23 18:44:56.604999936
14759,2022-06-23 19:50:13.063000064
80179,2022-06-24 06:59:36.875000064
38458,2022-06-24 07:17:37.558000128
32105,2022-06-24 08:01:22.860999936
88453,2022-06-24 08:10:34.972999936
41006,2022-06-24 08:41:46.947000064
41037,2022-06-24 08:44:53.187000064
31061,2022-06-24 09:27:40.839000064
47052,2022-06-24 09:44:21.392000000
87068,2022-06-24 11:01:19.104999936
37277,2022-06-24 12:29:29.079000064
31301,2022-06-24 13:32:57.972000000
51321,2022-06-24 13:57:21.185999872
54579,2022-06-24 17:34:03.340999936
45027,2022-06-24 18:43:39.568000000
38432,2022-06-25 08:06:40.859000064
87137,2022-06-26 07:59:51.718000128
42096,2022-06-26 17:40:51.004999936
34308,2022-06-27 07:42:03.752999936
51311,2022-06-27 08:18:09.303000064
61490,2022-06-27 08:37:55.198000128
06050,2022-06-27 08:40:09.000000000
60313,2022-06-27 09:16:12.260000000
02408,2022-06-27 09:24:45.552000000
11167,2022-06-27 09:36:11.204000000
45006,2022-06-27 10:20:26.643000064
47326,2022-06-27 10:50:58.168000000
31167,2022-06-27 12:14:25.183000064
01392,2022-06-27 12:38:59.276999936
45245,2022-06-27 12:44:41.320999936
14218,2022-06-27 13:21:22.167000064
38323,2022-06-27 13:35:31.384999936
61171,2022-06-27 13:57:16.446000128
88504,2022-06-27 14:14:03.328000000
51314,2022-06-27 14:14:13.057999872
84064,2022-06-27 14:54:50.111000064
11059,2022-06-27 16:03:07.375000064
07055,2022-06-28 06:24:50.044000000
51569,2022-06-28 06:53:09.800000000
09037,2022-06-28 06:55:14.854000128
31455,2022-06-28 06:57:38.992000000
31343,2022-06-28 07:42:48.801999872
29220,2022-06-28 08:22:47.788999936
83041,2022-06-28 08:28:45.975000064
31072,2022-06-28 08:35:12.871000064
30066,2022-06-28 09:01:22.684999936
54137,2022-06-28 09:05:19.659000064
26208,2022-06-28 09:05:22.361999872
30001,2022-06-28 11:15:17.151000064
37202,2022-06-28 11:19:47.352000000
47320,2022-06-28 11:30:12.239000064
41163,2022-06-28 11:45:47.513999872
37052,2022-06-28 11:47:39.272999936
67216,2022-06-28 12:09:06.975000064
16178,2022-06-28 13:19:19.550000128
35140,2022-06-28 13:38:12.540999936
38190,2022-06-28 13:47:30.059000064
41245,2022-06-28 14:07:04.392999936
86082,2022-06-28 15:11:35.465999872
61456,2022-06-28 15:35:26.036999936
84110,2022-06-28 15:37:52.680999936
97616,2022-06-29 05:42:28.247000064
24378,2022-06-29 06:24:15.705999872
10025,2022-06-29 07:21:45.376000000
38215,2022-06-29 09:06:21.633999872
32298,2022-06-29 09:18:27.235000064
60456,2022-06-29 09:19:09.528999936
39302,2022-06-29 12:16:37.467000064
51369,2022-06-29 12:39:11.950000128
69115,2022-06-29 13:27:47.951000064
07029,2022-06-29 14:17:49.816999936
23181,2022-06-29 15:49:46.929999872
80379,2022-06-29 16:35:56.872999936
38500,2022-06-29 20:49:45.179000064
30187,2022-06-30 06:48:31.785999872
63023,2022-06-30 07:48:40.820999936
23064,2022-06-30 08:33:04.188000000
28084,2022-06-30 08:36:47.004000000
39136,2022-06-30 08:51:16.592999936
68068,2022-06-30 08:51:19.872999936
51118,2022-06-30 09:22:13.892999936
27112,2022-06-30 12:16:25.886000128
10298,2022-06-30 12:37:29.310000128
45240,2022-06-30 14:08:29.852999936
41078,2022-06-30 14:08:31.953999872
64115,2022-06-30 14:44:17.710000128
86116,2022-06-30 15:10:16.873999872
64258,2022-06-30 15:21:10.104000000
38558,2022-06-30 18:35:24.848000000
98736,2022-07-01 00:00:00.000000000
38177,2022-07-01 07:25:34.527000064
08288,2022-07-01 07:59:15.831000064
30223,2022-07-01 09:36:12.383000064
69050,2022-07-01 09:45:07.755000064
41251,2022-07-01 10:26:53.878000128
34163,2022-07-01 10:56:44.991000064
67474,2022-07-01 11:06:28.772999936
74252,2022-07-01 13:48:41.025999872
61149,2022-07-01 14:03:41.068000000
32348,2022-07-01 14:11:07.820000000
63427,2022-07-02 08:29:21.825999872
98818,2022-07-04 00:00:00.000000000
09130,2022-07-04 07:01:15.180000000
2B301,2022-07-04 07:08:32.201999872
30082,2022-07-04 07:33:43.729999872
35153,2022-07-04 07:38:24.312000000
58200,2022-07-04 07:47:20.076000000
04091,2022-07-04 07:53:26.841999872
37119,2022-07-04 08:01:46.715000064
57338,2022-07-04 08:12:22.638000128
21259,2022-07-04 08:42:07.192000000
63359,2022-07-04 08:59:01.841999872
65102,2022-07-04 09:30:59.118000128
41058,2022-07-04 09:38:25.081999872
64432,2022-07-04 10:02:51.118000128
39042,2022-07-04 11:58:56.132999936
63072,2022-07-04 12:00:34.760000000
47065,2022-07-04 12:03:38.352999936
26037,2022-07-04 12:05:31.657999872
87077,2022-07-04 12:34:37.136999936
34109,2022-07-04 13:12:00.403000064
64162,2022-07-04 13:23:43.107000064
59580,2022-07-04 14:03:29.876000000
32078,2022-07-04 14:14:29.564999936
25528,2022-07-04 14:40:14.552999936
07138,2022-07-04 14:42:38.800999936
16113,2022-07-05 07:36:02.737999872
38250,2022-07-05 07:38:43.136999936
17292,2022-07-05 07:52:48.740000000
39525,2022-07-05 08:38:53.102000128
68226,2022-07-05 08:41:30.046000128
